ordem_doc,ciclo,numero_processo,ano_protocolo,projeto,titulo_norm,proponente,chave_proponente,valor_autorizado,valor_total,valor_autorizado_bruto,valor_total_bruto,flag_valor_suspeito,status,enquadramento,municipio_fonte,municipio_reparado,municipios_es,cod_ibge_lista,n_municipios_es,locais_fora_es,locais_nao_resolvidos,municipio_ausente_na_fonte,tipo_local,municipio_valor,cod_ibge_valor,flag_municipio_incerto,nota_municipio,fonte_url,fonte_pagina,linha_arquivo
307,2023,2023-674P6,2023,Música e Artes na Capital Vitória/ES (Segunda Edição),musica e artes na capital vitoria es segunda edicao,ASSOCIAÇÃO ALEF BET,associacao alef bet,500000.0,549851.24,500000.0,549851.24,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,24
308,2023,2022-2QL0F,2022,"ASA ""ATELIER SOCIAL ARTE""",asa atelier social arte,"Associação Amigos da Justiça, Cidadania, Educação e Arte",associacao amigos da justica cidadania educacao e arte,499305.1,499305.1,499305.1,499305.1,False,em_execucao,,Ibiraçu,Ibiraçu,Ibiraçu,3202504,1,,,False,um_municipio,Ibiraçu,3202504.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,25
309,2023,2023-WQW4G,2023,Quintal do CSE: Intervenções Socioespaciais Identitárias,quintal do cse intervencoes socioespaciais identitarias,CIDADE QUINTAL SERVIÇOS DE DESIGN E ARTE URBANA LTDA,cidade quintal servicos de design e arte urbana,485087.7,485087.7,485087.7,485087.7,False,em_execucao,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,26
310,2023,2023-NBL4R,2023,Espaço Literário Zig Braga,espaco literario zig braga,AGÊNCIA DE DESENVOLVIMENTO E INOVACAO SOCIOCULTURAL - ADECULT,agencia de desenvolvimento e inovacao sociocultural adecult,479920.3,479920.3,479920.3,479920.3,False,captacao_expirada,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,27
311,2023,2023-BWFJ7,2023,A Fantástica Carpintaria: design circular aplicado a quintais urbanos,a fantastica carpintaria design circular aplicado a quintais urbanos,CIDADE QUINTAL SERVIÇOS DE DESIGN E ARTE URBANA LTDA,cidade quintal servicos de design e arte urbana,422126.3,422126.3,422126.3,422126.3,False,em_execucao,,Vitória; Serra; Linhares; Patrimônio da Penha,Vitória; Serra; Linhares; Patrimônio da Penha,Linhares; Vitória; Serra,3203205;3205309;3205002,3,,patrimonio da penha (localidade não municipal),False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,28
312,2023,2023-9CL2D,2023,Festival do Sol,festival do sol,Cluster Comunicação e Marketing LTDA,cluster comunicacao e marketing,419115.58,419115.58,419115.58,419115.58,False,concluido,,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,29
313,2023,2023-1J09J,2023,V Festival Internacional de Violão do Espírito Santo (FIVES) e VI Concurso Latino-Americano de Violão Maurício de Oliveira,v festival internacional de violao do espirito santo fives e vi concurso latino americano de violao mauricio de oliveira,Acordes Centro de Música e Artes LTDA,acordes centro de musica e artes,305796.62,305796.62,305796.62,305796.62,False,concluido,,Vitória; Vila Velha; Guarapari,Vitória; Vila Velha; Guarapari,Vila Velha; Guarapari; Vitória,3205200;3202405;3205309,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,30
314,2023,2022-C2367,2022,DançIdade - Dança Contemporânea na Maturidade,dancidade danca contemporanea na maturidade,LAUDENI SALES MARTINS 73194735772,laudeni sales martins,141034.48,141034.48,141034.48,141034.48,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,31
315,2023,2023-WXS00,2023,Moqueca Pop Verão - Edição Marataízes,moqueca pop verao edicao marataizes,J C PIRES ME,j c pires,479163.3,479163.3,479163.3,479163.3,False,concluido,,Marataízes,Marataízes,Marataízes,3203320,1,,,False,um_municipio,Marataízes,3203320.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,32
316,2023,2023-TV1JV,2023,VIII Seminário Internacional Arte!brasileiros,viii seminario internacional arte brasileiros,TENDENCIA CONSULTORIA EMPRESARIAL LTDA -EPP,tendencia consultoria empresarial,489610.0,489610.0,489610.0,489610.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,33
317,2023,2022-BH1S5,2022,Memórias Capixabas - Sul do Espírito Santo,memorias capixabas sul do espirito santo,Liebermann Projetos Criativos,liebermann projetos criativos,479163.3,479163.3,479163.3,479163.3,False,captacao_expirada,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,34
318,2023,2023-NB5P3,2023,14ª Festa Folclórica de Santo Antônio do Muqui,14a festa folclorica de santo antonio do muqui,Associação Oficina da Vida - ONG,associacao oficina da vida ong,331937.73,331937.73,331937.73,331937.73,False,concluido,,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,35
319,2023,2023-4ZD16,2023,ExpoSul Cultural 2023,exposul cultural 2023,Sindicato Rural de Cachoeiro do Itapemirim,sindicato rural de cachoeiro do itapemirim,277580.0,277580.0,277580.0,277580.0,False,captacao_expirada,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,36
320,2023,2023-4MWGM,2023,"Escola De Fotógrafos Cegos: A Exposição, 4 Cidades",escola de fotografos cegos a exposicao 4 cidades,Associação Sociedade Cultura e Arte SOCA,associacao sociedade cultura e arte soca,487271.84,487271.84,487271.84,487271.84,False,concluido,,Linhares; São Mateus; Colatina; Cachoeiro de Itapemirim,Linhares; São Mateus; Colatina; Cachoeiro de Itapemirim,Cachoeiro de Itapemirim; São Mateus; Colatina; Linhares,3201209;3204906;3201506;3203205,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,37
321,2023,2022-595FN,2022,Roda de Boteco - Grande Vitória,roda de boteco grande vitoria,Conexxo Serviços e Gestão de Eventos LTDA,conexxo servicos e gestao de eventos,500000.0,983040.0,500000.0,983040.0,False,concluido,,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,38
322,2023,2023-4TB56,2023,Orquestra da Quebrada (Orquestra Jovem Capixaba - Concertos na Grande Vitória),orquestra da quebrada orquestra jovem capixaba concertos na grande vitoria,Tonobooks Producoes LTDA,tonobooks producoes,499485.0,499485.0,499485.0,499485.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,39
323,2023,2023-8Z0GK,2023,Oficinas de Formação Música Clássica,oficinas de formacao musica classica,Tonobooks Producoes LTDA,tonobooks producoes,499620.0,499620.0,499620.0,499620.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,40
324,2023,2023-S55BB,2023,Reencontros - Ocupações Artísticas no Museu Capixaba do Negro MUCANE,reencontros ocupacoes artisticas no museu capixaba do negro mucane,Jupter Produção Cultural Capixaba,jupter producao cultural capixaba,499999.15,499999.15,499999.15,499999.15,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,41
325,2023,2023-VSJGD,2023,Natureza Despertada,natureza despertada,Global Village Creative E Executive Produtora Ltda,global village creative e executive produtora,395000.0,395000.0,395000.0,395000.0,False,captacao_expirada,,Colatina; João Neiva; Pancas; Alegre; Cachoeiro; Guaçuí; região do caparaó,Colatina; João Neiva; Pancas; Alegre; Cachoeiro; Guaçuí; região do caparaó,João Neiva; Cachoeiro de Itapemirim; Colatina; Alegre; Guaçuí; Pancas,3203130;3201209;3201506;3200201;3202306;3204005,6,,regiao do caparao (região (não município)),False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,42
326,2023,2022-H0SNV,2022,BRAVOS - A Vila do Fim do Mundo,bravos a vila do fim do mundo,Global Village Creative E Executive Produtora Ltda,global village creative e executive produtora,419181.43,419181.43,419181.43,419181.43,False,em_execucao,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,43
327,2023,2023-G9CPF,2023,Circulação do Espetáculo “Fuscalhaço”,circulacao do espetaculo fuscalhaco,Árvore Casa das Artes,arvore casa das artes,349745.99,349745.99,349745.99,349745.99,False,concluido,,Marechal Floriano; Santa Teresa; Aracruz; João Neiva; Linhares; Anchieta,Marechal Floriano; Santa Teresa; Aracruz; João Neiva; Linhares; Anchieta,Marechal Floriano; Santa Teresa; João Neiva; Anchieta; Linhares; Aracruz,3203346;3204609;3203130;3200409;3203205;3200607,6,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,44
328,2023,2023-RVPM7,2023,Núcleo De Formação Musical Em Sanfona E Viola De São Pedro Do Itabapoana,nucleo de formacao musical em sanfona e viola de sao pedro do itabapoana,Associação Dos Moradores Da Comunidade De São Pedro Do Itabapoana,associacao dos moradores da comunidade de sao pedro do itabapoana,380471.68,380471.68,380471.68,380471.68,False,concluido,,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,45
329,2023,2023-6MBHB,2023,"Tratamento Técnico do Acervo Gráfico Editorial do Jornal Correio Popular de Cariacica/ES: Inventário, Conservação e Digitalização",tratamento tecnico do acervo grafico editorial do jornal correio popular de cariacica es inventario conservacao e digitalizacao,Instituto de Pesquisa e Documentação Cariaciquense,instituto de pesquisa e documentacao cariaciquense,499855.55,499855.55,499855.55,499855.55,False,em_execucao,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,46
330,2023,2023-BLDNJ,2023,Mais Cultura Nas Escolas 2ª Edição,mais cultura nas escolas 2a edicao,"Es Práticas Corporais, Culturais, Esportivas E De Saúde Ltda",es praticas corporais culturais esportivas e de saude,373361.6,373361.6,373361.6,373361.6,False,concluido,,Vitória; Cariacica,Vitória; Cariacica,Cariacica; Vitória,3201308;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,47
331,2023,2023-RC4LK,2023,Jose Carlos Vilar. Precisão e suavidade,jose carlos vilar precisao e suavidade,Instituto Modus Vivendi,instituto modus vivendi,490437.23,490437.23,490437.23,490437.23,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,48
332,2023,2022-G4S2Z,2022,Dançando para não Dançar,dancando para nao dancar,Luciano Dos Santos Coelho 11036601790,luciano dos santos coelho,68056.0,68056.0,68056.0,68056.0,False,captacao_expirada,,Serra,Serra,Serra,3205002,1,,,False,um_municipio,Serra,3205002.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,49
333,2023,2022-XLQ1B,2022,A Trupe Barroca: Uma Nova Mùsica Antiga 2024,a trupe barroca uma nova musica antiga 2024,WS Projetos Criatrivos LTDA,ws projetos criativos,494381.9,494381.9,494381.9,494381.9,False,concluido,,Vitória; Vila Velha; Colatina,Vitória; Vila Velha; Colatina,Vila Velha; Colatina; Vitória,3205200;3201506;3205309,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,20,50
334,2023,2023-08G7S,2023,V De Recreio em Recreio,v de recreio em recreio,Brenda Caetano Perim 16320342714,brenda caetano perim,125296.69,125296.69,125296.69,125296.69,False,captacao_expirada,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,51
335,2023,2023-PMCBV,2023,"""Caravana Pé na Estrada"" - 5ª Edição",caravana pe na estrada 5a edicao,João Paulo Stein Loureiro 11705821766,joao paulo stein loureiro,47200.0,47200.0,47200.0,47200.0,False,captacao_expirada,,Itapemirim,Itapemirim,Itapemirim,3202801,1,,,False,um_municipio,Itapemirim,3202801.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,52
336,2023,2023-K1BQH,2023,Tornando Ideias Realidade,tornando ideias realidade,Alpha Empreendimentos Ltda - Galpão De Ideias,alpha empreendimentos,390000.0,390000.0,390000.0,390000.0,False,em_execucao,,São Mateus,São Mateus,São Mateus,3204906,1,,,False,um_municipio,São Mateus,3204906.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,53
337,2023,2023-GJ366,2023,Samba Que Eu Quero Ver - Mostra Cultural de Bamba,samba que eu quero ver mostra cultural de bamba,Expurgação Filmes e Produções Artísticas LTDA,expurgacao filmes e producoes artisticas,500000.0,900000.0,500000.0,900000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,54
338,2023,2023-MJHMK,2023,Festival Novos Cantores - 2ª Edição,festival novos cantores 2a edicao,Medusa Estudio E Producoes LTDA,medusa estudio e producoes,476619.0,476619.0,476619.0,476619.0,False,concluido,,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,55
339,2023,2022-7C0QL,2022,"Festival de Arte Contemporânea - Futuros Imaginados, presentes possíveis.",festival de arte contemporanea futuros imaginados presentes possiveis,Claraboia Imagem e Comunicação LTDA,claraboia imagem e comunicacao,485475.96,485475.96,485475.96,485475.96,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,56
340,2023,2022-W21MB,2022,Programa de Residência do Mosteiro Zen Morro da Vargem 2023.,programa de residencia do mosteiro zen morro da vargem 2023,MOSTEIRO ZEN MORRO DA VARGEM- MZMV,mosteiro zen morro da vargem mzmv,499955.2,499955.2,499955.2,499955.2,False,em_execucao,,Ibiraçu,Ibiraçu,Ibiraçu,3202504,1,,,False,um_municipio,Ibiraçu,3202504.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,57
341,2023,2023-KTH9X,2023,Coral ArcelorMittal 2023,coral arcelormittal 2023,MM PROJETOS CULTURAIS,mm projetos culturais,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,58
342,2023,2023-R3WJX,2023,"MOINHO VITÓRIA: Remoção, Restauro e Reinstalação",moinho vitoria remocao restauro e reinstalacao,Escritório de Arte Celso Adolfo LTDA,escritorio de arte celso adolfo,122241.66,122241.66,122241.66,122241.66,False,em_execucao,,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,59
343,2023,2023-99NV8,2023,FESTIVAL OYÁ,festival oya,RAQUEL WANDERLEY DO AMARAL 08732225717,raquel wanderley do amaral,159745.74,159745.74,159745.74,159745.74,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,60
344,2023,2022-M8QTV,2022,Araçá-una: ciclos de cocriação,araca una ciclos de cocriacao,Projetos e Comunicação em Rede LTDA,projetos e comunicacao em rede,473419.46,473419.46,473419.46,473419.46,False,captacao_expirada,,Aracruz,Aracruz,Aracruz,3200607,1,,,False,um_municipio,Aracruz,3200607.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,61
345,2023,2022-KWQZJ,2022,Literomusical Ambiental Alman’arte: artes em biocomposição,literomusical ambiental alman arte artes em biocomposicao,Grupo Moxuara Produções Artísticas LTDA - ME,grupo moxuara producoes artisticas,234894.0,234894.0,234894.0,234894.0,False,captacao_expirada,,Castelo; Domingos Martins; Cariacica,Castelo; Domingos Martins; Cariacica,Domingos Martins; Cariacica; Castelo,3201902;3201308;3201407,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,62
346,2023,2022-H1FMV,2022,Pacifista,pacifista,YAGO FIGUEIRA COSTA 14316324730,yago figueira costa,160000.0,160000.0,160000.0,160000.0,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,21,63
347,2023,2022-VVS3B,2022,Residência Artística - Flávia Dalla Bernardina,residencia artistica flavia dalla bernardina,Global Village Creative E Executive Produtora Ltda,global village creative e executive produtora,58116.0,58116.0,58116.0,58116.0,False,concluido,,Vitória; Nova York - NY/EUA,Vitória; Nova York - NY/EUA,Vitória,3205309,1,Nova York - NY/EUA,,False,um_municipio_mais_outros_locais,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,22,64
348,2023,2022-MH58P,2022,A Máquina Do Tempo Musical,a maquina do tempo musical,Leonardo Gonçalves Pereira 05282638703,leonardo goncalves pereira,161667.28,161667.28,161667.28,161667.28,False,captacao_expirada,,Vitória; Serra; Cariacica; Vila Velha; Viana; Guarapari,Vitória; Serra; Cariacica; Vila Velha; Viana; Guarapari,Vila Velha; Cariacica; Guarapari; Vitória; Serra; Viana,3205200;3201308;3202405;3205309;3205002;3205101,6,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,22,65
